date,country,region,place,cases,deaths,recoveries
2020-03-23,US,Kentucky,Taylor,0,0,0
2020-03-23,US,Texas,Taylor,0,0,0
2020-03-23,US,West Virginia,Taylor,0,0,0
2020-03-23,US,Wisconsin,Taylor,0,0,0
2020-03-23,US,Illinois,Tazewell,0,0,0
2020-03-23,US,Virginia,Tazewell,0,0,0
2020-03-23,US,California,Tehama,0,0,0
2020-03-23,US,Georgia,Telfair,0,0,0
2020-03-23,US,Colorado,Teller,0,0,0
2020-03-23,US,Louisiana,Tensas,0,0,0
2020-03-23,US,Louisiana,Terrebonne,14,0,0
2020-03-23,US,Georgia,Terrell,2,0,0
2020-03-23,US,Texas,Terrell,0,0,0
2020-03-23,US,Texas,Terry,0,0,0
2020-03-23,US,Idaho,Teton,2,0,0
2020-03-23,US,Montana,Teton,0,0,0
2020-03-23,US,Wyoming,Teton,2,0,0
2020-03-23,US,Missouri,Texas,0,0,0
2020-03-23,US,Oklahoma,Texas,0,0,0
2020-03-23,US,Nebraska,Thayer,0,0,0
2020-03-23,US,Georgia,Thomas,0,0,0
2020-03-23,US,Kansas,Thomas,0,0,0
2020-03-23,US,Nebraska,Thomas,0,0,0
2020-03-23,US,Texas,Throckmorton,0,0,0
2020-03-23,US,Nebraska,Thurston,0,0,0
2020-03-23,US,Washington,Thurston,11,0,0
2020-03-23,US,Georgia,Tift,2,0,0
2020-03-23,US,Oregon,Tillamook,0,0,0
2020-03-23,US,Oklahoma,Tillman,0,0,0
2020-03-23,US,New York,Tioga,1,0,0
2020-03-23,US,Pennsylvania,Tioga,0,0,0
2020-03-23,US,Mississippi,Tippah,9,0,0
2020-03-23,US,Indiana,Tippecanoe,2,0,0
2020-03-23,US,Indiana,Tipton,1,0,0
2020-03-23,US,Tennessee,Tipton,6,0,0
2020-03-23,US,Mississippi,Tishomingo,0,0,0
2020-03-23,US,Texas,Titus,0,0,0
2020-03-23,US,Kentucky,Todd,0,0,0
2020-03-23,US,Minnesota,Todd,0,0,0
2020-03-23,US,South Dakota,Todd,0,0,0
2020-03-23,US,Connecticut,Tolland,16,2,0
2020-03-23,US,Texas,Tom Green,0,0,0
2020-03-23,US,New York,Tompkins,15,0,0
2020-03-23,US,Utah,Tooele,2,0,0
2020-03-23,US,Montana,Toole,0,0,0
2020-03-23,US,Georgia,Toombs,0,0,0
2020-03-23,US,New Mexico,Torrance,0,0,0
2020-03-23,US,North Dakota,Towner,0,0,0
2020-03-23,US,Georgia,Towns,0,0,0
2020-03-23,US,North Dakota,Traill,0,0,0
2020-03-23,US,North Carolina,Transylvania,1,0,0
2020-03-23,US,Minnesota,Traverse,0,0,0
2020-03-23,US,Texas,Travis,79,0,0
2020-03-23,US,Montana,Treasure,0,0,0
2020-03-23,US,Kansas,Trego,0,0,0
2020-03-23,US,Wisconsin,Trempealeau,0,0,0
2020-03-23,US,Georgia,Treutlen,0,0,0
2020-03-23,US,Kentucky,Trigg,0,0,0
2020-03-23,US,Kentucky,Trimble,0,0,0
2020-03-23,US,California,Trinity,0,0,0
2020-03-23,US,Texas,Trinity,0,0,0
2020-03-23,US,South Dakota,Tripp,0,0,0
2020-03-23,US,Georgia,Troup,4,0,0
2020-03-23,US,Tennessee,Trousdale,0,0,0
2020-03-23,US,Ohio,Trumbull,3,0,0
2020-03-23,US,West Virginia,Tucker,2,0,0
2020-03-23,US,California,Tulare,16,0,0
2020-03-23,US,Oklahoma,Tulsa,11,1,0
2020-03-23,US,Mississippi,Tunica,2,0,0
2020-03-23,US,California,Tuolumne,0,0,0
2020-03-23,US,Georgia,Turner,1,0,0
2020-03-23,US,South Dakota,Turner,0,0,0
2020-03-23,US,Alabama,Tuscaloosa,9,0,0
2020-03-23,US,Ohio,Tuscarawas,2,0,0
2020-03-23,US,Michigan,Tuscola,1,0,0
2020-03-23,US,Georgia,Twiggs,1,0,0
2020-03-23,US,Idaho,Twin Falls,1,0,0
2020-03-23,US,Texas,Tyler,0,0,0
2020-03-23,US,West Virginia,Tyler,0,0,0
2020-03-23,US,North Carolina,Tyrrell,0,0,0
2020-03-23,US,Wyoming,Uinta,0,0,0
2020-03-23,US,Utah,Uintah,0,0,0
2020-03-23,US,New York,Ulster,18,0,0
2020-03-23,US,Oregon,Umatilla,2,0,0
2020-03-23,US,Arkansas,Unassigned,3,0,0
2020-03-23,US,Colorado,Unassigned,1,0,0
2020-03-23,US,Florida,Unassigned,0,1,0
2020-03-23,US,Georgia,Unassigned,45,10,0
2020-03-23,US,Illinois,Unassigned,63,0,0
2020-03-23,US,Indiana,Unassigned,56,0,0
2020-03-23,US,Kentucky,Unassigned,15,0,0
2020-03-23,US,Louisiana,Unassigned,11,0,0
2020-03-23,US,Maine,Unassigned,5,0,0
2020-03-23,US,Massachusetts,Unassigned,53,7,0
2020-03-23,US,Minnesota,Unassigned,1,0,0
2020-03-23,US,Missouri,Unassigned,4,0,0
2020-03-23,US,Montana,Unassigned,1,0,0
2020-03-23,US,Nevada,Unassigned,89,0,0
2020-03-23,US,New Hampshire,Unassigned,23,0,0
2020-03-23,US,New Jersey,Unassigned,419,9,0
2020-03-23,US,New York,Unassigned,107,36,0
2020-03-23,US,Rhode Island,Unassigned,5,0,0
2020-03-23,US,Tennessee,Unassigned,54,0,0
2020-03-23,US,Vermont,Unassigned,0,3,0
2020-03-23,US,Washington,Unassigned,145,0,0
2020-03-23,US,Tennessee,Unicoi,0,0,0
2020-03-23,US,Arkansas,Union,1,0,0
2020-03-23,US,Florida,Union,0,0,0
2020-03-23,US,Georgia,Union,0,0,0
2020-03-23,US,Illinois,Union,0,0,0
2020-03-23,US,Indiana,Union,0,0,0
2020-03-23,US,Iowa,Union,0,0,0
2020-03-23,US,Kentucky,Union,0,0,0
2020-03-23,US,Louisiana,Union,0,0,0
2020-03-23,US,Mississippi,Union,1,0,0
2020-03-23,US,New Jersey,Union,189,0,0
2020-03-23,US,New Mexico,Union,0,0,0
2020-03-23,US,North Carolina,Union,13,0,0
2020-03-23,US,Ohio,Union,1,0,0
2020-03-23,US,Oregon,Union,1,0,0
2020-03-23,US,Pennsylvania,Union,0,0,0
2020-03-23,US,South Carolina,Union,0,0,0
2020-03-23,US,South Dakota,Union,0,0,0
2020-03-23,US,Tennessee,Union,0,0,0
2020-03-23,US,Texas,Upshur,0,0,0
2020-03-23,US,West Virginia,Upshur,0,0,0
2020-03-23,US,Georgia,Upson,0,0,0
2020-03-23,US,Texas,Upton,0,0,0
2020-03-23,US,Utah,Utah,11,0,0
2020-03-23,US,Texas,Uvalde,0,0,0
2020-03-23,US,Texas,Val Verde,0,0,0
2020-03-23,US,Alaska,Valdez-Cordova,0,0,0
2020-03-23,US,New Mexico,Valencia,0,0,0
2020-03-23,US,Idaho,Valley,1,0,0
2020-03-23,US,Montana,Valley,0,0,0
2020-03-23,US,Nebraska,Valley,0,0,0
2020-03-23,US,Arkansas,Van Buren,3,0,0
2020-03-23,US,Iowa,Van Buren,0,0,0
2020-03-23,US,Michigan,Van Buren,0,0,0
2020-03-23,US,Tennessee,Van Buren,0,0,0
2020-03-23,US,Ohio,Van Wert,0,0,0
2020-03-23,US,Texas,Van Zandt,1,0,0
2020-03-23,US,North Carolina,Vance,1,0,0
2020-03-23,US,Indiana,Vanderburgh,1,0,0
2020-03-23,US,Pennsylvania,Venango,0,0,0
2020-03-23,US,California,Ventura,30,1,0
2020-03-23,US,Illinois,Vermilion,0,0,0
2020-03-23,US,Louisiana,Vermilion,0,0,0
2020-03-23,US,Indiana,Vermillion,0,0,0
2020-03-23,US,Louisiana,Vernon,0,0,0
2020-03-23,US,Missouri,Vernon,0,0,0
2020-03-23,US,Wisconsin,Vernon,0,0,0
2020-03-23,US,Texas,Victoria,0,0,0
2020-03-23,US,Indiana,Vigo,2,0,0
2020-03-23,US,Wisconsin,Vilas,0,0,0
2020-03-23,US,Ohio,Vinton,0,0,0
2020-03-23,US,Virginia,Virginia Beach,17,0,0
2020-03-23,US,Florida,Volusia,16,0,0
2020-03-23,US,Illinois,Wabash,0,0,0
2020-03-23,US,Indiana,Wabash,0,0,0
2020-03-23,US,Minnesota,Wabasha,1,0,0
2020-03-23,US,Kansas,Wabaunsee,0,0,0
2020-03-23,US,Minnesota,Wadena,0,0,0
2020-03-23,US,Oklahoma,Wagoner,0,0,0
2020-03-23,US,Washington,Wahkiakum,0,0,0
2020-03-23,US,North Carolina,Wake,52,0,0
2020-03-23,US,Florida,Wakulla,0,0,0
2020-03-23,US,Maine,Waldo,0,0,0
2020-03-23,US,Alabama,Walker,3,0,0
2020-03-23,US,Georgia,Walker,0,0,0
2020-03-23,US,Texas,Walker,1,0,0
2020-03-23,US,Washington,Walla Walla,1,0,0
2020-03-23,US,Kansas,Wallace,0,0,0
2020-03-23,US,Texas,Waller,1,0,0
2020-03-23,US,Oregon,Wallowa,0,0,0
2020-03-23,US,North Dakota,Walsh,0,0,0
2020-03-23,US,Mississippi,Walthall,2,0,0
2020-03-23,US,Florida,Walton,9,0,0
2020-03-23,US,Georgia,Walton,0,0,0
2020-03-23,US,South Dakota,Walworth,0,0,0
2020-03-23,US,Wisconsin,Walworth,3,0,0
2020-03-23,US,Iowa,Wapello,1,0,0
2020-03-23,US,North Dakota,Ward,3,0,0
2020-03-23,US,Texas,Ward,0,0,0
2020-03-23,US,Georgia,Ware,0,0,0
2020-03-23,US,Georgia,Warren,0,0,0
2020-03-23,US,Illinois,Warren,0,0,0
2020-03-23,US,Indiana,Warren,0,0,0
2020-03-23,US,Iowa,Warren,0,0,0
2020-03-23,US,Kentucky,Warren,4,0,0
2020-03-23,US,Mississippi,Warren,0,0,0
2020-03-23,US,Missouri,Warren,0,0,0
2020-03-23,US,New Jersey,Warren,12,0,0
2020-03-23,US,New York,Warren,1,0,0
2020-03-23,US,North Carolina,Warren,0,0,0
2020-03-23,US,Ohio,Warren,5,0,0
2020-03-23,US,Pennsylvania,Warren,0,0,0
2020-03-23,US,Tennessee,Warren,0,0,0
2020-03-23,US,Virginia,Warren,0,0,0
2020-03-23,US,Indiana,Warrick,0,0,0
2020-03-23,US,Utah,Wasatch,11,0,0
2020-03-23,US,Oregon,Wasco,0,0,0
2020-03-23,US,Minnesota,Waseca,2,0,0
2020-03-23,US,Wyoming,Washakie,0,0,0
2020-03-23,US,Wisconsin,Washburn,0,0,0
2020-03-23,US,Alabama,Washington,1,0,0
2020-03-23,US,Arkansas,Washington,5,0,0
2020-03-23,US,Colorado,Washington,0,0,0
2020-03-23,US,Florida,Washington,0,0,0
2020-03-23,US,Georgia,Washington,1,0,0
2020-03-23,US,Idaho,Washington,0,0,0
2020-03-23,US,Illinois,Washington,1,0,0
2020-03-23,US,Indiana,Washington,1,0,0
2020-03-23,US,Iowa,Washington,3,0,0
2020-03-23,US,Kansas,Washington,0,0,0
2020-03-23,US,Kentucky,Washington,0,0,0
2020-03-23,US,Louisiana,Washington,2,1,0
2020-03-23,US,Maine,Washington,0,0,0
2020-03-23,US,Maryland,Washington,2,0,0
2020-03-23,US,Minnesota,Washington,10,0,0
2020-03-23,US,Mississippi,Washington,4,0,0
2020-03-23,US,Missouri,Washington,0,0,0
2020-03-23,US,Nebraska,Washington,0,0,0
2020-03-23,US,New York,Washington,1,0,0
2020-03-23,US,North Carolina,Washington,0,0,0
2020-03-23,US,Ohio,Washington,1,0,0
2020-03-23,US,Oklahoma,Washington,2,0,0
2020-03-23,US,Oregon,Washington,69,1,0
2020-03-23,US,Pennsylvania,Washington,7,0,0
2020-03-23,US,Rhode Island,Washington,9,0,0
2020-03-23,US,Tennessee,Washington,6,0,0
2020-03-23,US,Texas,Washington,0,0,0
2020-03-23,US,Utah,Washington,5,0,0
2020-03-23,US,Vermont,Washington,3,0,0
2020-03-23,US,Virginia,Washington,0,0,0
2020-03-23,US,Wisconsin,Washington,15,0,0
2020-03-23,US,Oklahoma,Washita,0,0,0
2020-03-23,US,Nevada,Washoe,25,0,0
2020-03-23,US,Michigan,Washtenaw,42,0,0
2020-03-23,US,North Carolina,Watauga,2,0,0
2020-03-23,US,Minnesota,Watonwan,0,0,0
2020-03-23,US,Wisconsin,Waukesha,31,0,0
2020-03-23,US,Wisconsin,Waupaca,0,0,0
2020-03-23,US,Wisconsin,Waushara,0,0,0
2020-03-23,US,Georgia,Wayne,0,0,0
2020-03-23,US,Illinois,Wayne,0,0,0
2020-03-23,US,Indiana,Wayne,1,0,0
2020-03-23,US,Iowa,Wayne,0,0,0
2020-03-23,US,Kentucky,Wayne,0,0,0
2020-03-23,US,Michigan,Wayne,638,8,0
2020-03-23,US,Mississippi,Wayne,0,0,0
2020-03-23,US,Missouri,Wayne,0,0,0
2020-03-23,US,Nebraska,Wayne,0,0,0
2020-03-23,US,New York,Wayne,3,0,0
2020-03-23,US,North Carolina,Wayne,1,0,0
2020-03-23,US,Ohio,Wayne,0,0,0
2020-03-23,US,Pennsylvania,Wayne,3,0,0
2020-03-23,US,Tennessee,Wayne,0,0,0
2020-03-23,US,Utah,Wayne,0,0,0
2020-03-23,US,West Virginia,Wayne,0,0,0
2020-03-23,US,Virginia,Waynesboro,0,0,0
2020-03-23,US,Tennessee,Weakley,1,0,0
2020-03-23,US,Texas,Webb,4,0,0
2020-03-23,US,Utah,Weber,8,0,0
2020-03-23,US,Georgia,Webster,0,0,0
2020-03-23,US,Iowa,Webster,0,0,0
2020-03-23,US,Kentucky,Webster,0,0,0
2020-03-23,US,Louisiana,Webster,3,1,0
2020-03-23,US,Mississippi,Webster,1,0,0
2020-03-23,US,Missouri,Webster,0,0,0
2020-03-23,US,Nebraska,Webster,0,0,0
2020-03-23,US,West Virginia,Webster,0,0,0
2020-03-23,US,Colorado,Weld,50,2,0
2020-03-23,US,Indiana,Wells,1,0,0
2020-03-23,US,North Dakota,Wells,0,0,0
2020-03-23,US,Louisiana,West Baton Rouge,5,1,0
2020-03-23,US,Louisiana,West Carroll,0,0,0
2020-03-23,US,Louisiana,West Feliciana,0,0,0
2020-03-23,US,New York,Westchester,2894,0,0
2020-03-23,US,Pennsylvania,Westmoreland,6,0,0
2020-03-23,US,Virginia,Westmoreland,0,0,0
2020-03-23,US,Wyoming,Weston,0,0,0
2020-03-23,US,West Virginia,Wetzel,0,0,0
2020-03-23,US,Michigan,Wexford,1,0,0
2020-03-23,US,Texas,Wharton,1,0,0
2020-03-23,US,Washington,Whatcom,48,2,0
2020-03-23,US,Montana,Wheatland,0,0,0
2020-03-23,US,Georgia,Wheeler,0,0,0
2020-03-23,US,Nebraska,Wheeler,0,0,0
2020-03-23,US,Oregon,Wheeler,0,0,0
2020-03-23,US,Texas,Wheeler,0,0,0
2020-03-23,US,Arkansas,White,1,0,0
2020-03-23,US,Georgia,White,0,0,0
2020-03-23,US,Illinois,White,0,0,0
2020-03-23,US,Indiana,White,0,0,0
2020-03-23,US,Tennessee,White,0,0,0
2020-03-23,US,Nevada,White Pine,0,0,0
2020-03-23,US,Illinois,Whiteside,1,0,0
2020-03-23,US,Georgia,Whitfield,2,0,0
2020-03-23,US,Indiana,Whitley,0,0,0
2020-03-23,US,Kentucky,Whitley,0,0,0
2020-03-23,US,Washington,Whitman,2,0,0
2020-03-23,US,Montana,Wibaux,0,0,0
2020-03-23,US,Kansas,Wichita,0,0,0
2020-03-23,US,Texas,Wichita,5,0,0
2020-03-23,US,Maryland,Wicomico,4,0,0
2020-03-23,US,Texas,Wilbarger,0,0,0
2020-03-23,US,Alabama,Wilcox,0,0,0
2020-03-23,US,Georgia,Wilcox,0,0,0
2020-03-23,US,Georgia,Wilkes,0,0,0
2020-03-23,US,North Carolina,Wilkes,0,0,0
2020-03-23,US,Minnesota,Wilkin,0,0,0
2020-03-23,US,Georgia,Wilkinson,0,0,0
2020-03-23,US,Mississippi,Wilkinson,3,0,0
2020-03-23,US,Illinois,Will,24,1,0
2020-03-23,US,Texas,Willacy,0,0,0
2020-03-23,US,North Dakota,Williams,0,0,0
2020-03-23,US,Ohio,Williams,0,0,0
2020-03-23,US,South Carolina,Williamsburg,0,0,0
2020-03-23,US,Virginia,Williamsburg,5,1,0
2020-03-23,US,Illinois,Williamson,1,0,0
2020-03-23,US,Tennessee,Williamson,53,0,0
2020-03-23,US,Texas,Williamson,14,0,0
2020-03-23,US,Kansas,Wilson,0,0,0
2020-03-23,US,North Carolina,Wilson,4,0,0
2020-03-23,US,Tennessee,Wilson,6,0,0
2020-03-23,US,Texas,Wilson,0,0,0
2020-03-23,US,Virginia,Winchester,0,0,0
2020-03-23,US,Connecticut,Windham,2,0,0
2020-03-23,US,Vermont,Windham,5,0,0
2020-03-23,US,Vermont,Windsor,12,1,0
2020-03-23,US,Texas,Winkler,0,0,0
2020-03-23,US,Louisiana,Winn,0,0,0
2020-03-23,US,Illinois,Winnebago,5,0,0
2020-03-23,US,Iowa,Winnebago,0,0,0
2020-03-23,US,Wisconsin,Winnebago,5,0,0
2020-03-23,US,Iowa,Winneshiek,1,0,0
2020-03-23,US,Minnesota,Winona,0,0,0
2020-03-23,US,Alabama,Winston,0,0,0
2020-03-23,US,Mississippi,Winston,2,0,0
2020-03-23,US,West Virginia,Wirt,0,0,0
2020-03-23,US,Texas,Wise,0,0,0
2020-03-23,US,Virginia,Wise,0,0,0
2020-03-23,US,Kentucky,Wolfe,0,0,0
2020-03-23,US,Ohio,Wood,2,0,0
2020-03-23,US,Texas,Wood,0,0,0
2020-03-23,US,West Virginia,Wood,0,0,0
2020-03-23,US,Wisconsin,Wood,1,0,0
2020-03-23,US,Iowa,Woodbury,2,0,0
2020-03-23,US,Illinois,Woodford,2,0,0
2020-03-23,US,Kentucky,Woodford,0,0,0
2020-03-23,US,Arkansas,Woodruff,1,0,0
2020-03-23,US,Oklahoma,Woods,0,0,0
2020-03-23,US,Kansas,Woodson,0,0,0
2020-03-23,US,Oklahoma,Woodward,0,0,0
2020-03-23,US,Maryland,Worcester,2,0,0
2020-03-23,US,Massachusetts,Worcester,42,0,0
2020-03-23,US,Georgia,Worth,3,0,0
2020-03-23,US,Iowa,Worth,0,0,0
2020-03-23,US,Missouri,Worth,0,0,0
2020-03-23,US,Alaska,Wrangell,0,0,0
2020-03-23,US,Iowa,Wright,0,0,0
2020-03-23,US,Minnesota,Wright,3,0,0
2020-03-23,US,Missouri,Wright,0,0,0
2020-03-23,US,Ohio,Wyandot,0,0,0
2020-03-23,US,Kansas,Wyandotte,16,1,0
2020-03-23,US,New York,Wyoming,2,1,0
2020-03-23,US,Pennsylvania,Wyoming,0,0,0
2020-03-23,US,West Virginia,Wyoming,0,0,0
2020-03-23,US,Virginia,Wythe,0,0,0
2020-03-23,US,North Carolina,Yadkin,0,0,0
2020-03-23,US,Washington,Yakima,16,0,0
2020-03-23,US,Alaska,Yakutat,0,0,0
2020-03-23,US,Mississippi,Yalobusha,0,0,0
2020-03-23,US,Oregon,Yamhill,6,0,0
2020-03-23,US,North Carolina,Yancey,0,0,0
2020-03-23,US,South Dakota,Yankton,0,0,0
2020-03-23,US,New York,Yates,0,0,0
2020-03-23,US,Arizona,Yavapai,3,0,0
2020-03-23,US,Mississippi,Yazoo,1,0,0
2020-03-23,US,Arkansas,Yell,0,0,0
2020-03-23,US,Minnesota,Yellow Medicine,0,0,0
2020-03-23,US,Montana,Yellowstone,6,0,0
2020-03-23,US,Texas,Yoakum,0,0,0
2020-03-23,US,California,Yolo,6,1,0
2020-03-23,US,Maine,York,12,0,0
2020-03-23,US,Nebraska,York,0,0,0
2020-03-23,US,Pennsylvania,York,10,0,0
2020-03-23,US,South Carolina,York,7,0,0
2020-03-23,US,Virginia,York,5,1,0
2020-03-23,US,Texas,Young,0,0,0
2020-03-23,US,California,Yuba,3,0,0
2020-03-23,US,Alaska,Yukon-Koyukuk,0,0,0
2020-03-23,US,Arizona,Yuma,2,0,0
2020-03-23,US,Colorado,Yuma,1,0,0
2020-03-23,US,Texas,Zapata,0,0,0
2020-03-23,US,Texas,Zavala,0,0,0
2020-03-23,US,South Dakota,Ziebach,0,0,0
2020-03-23,Canada,Alberta,,301,1,0
2020-03-23,US,American Samoa,,0,0,0
2020-03-23,China,Anhui,,990,6,984
2020-03-23,Netherlands,Aruba,,9,0,1
2020-03-23,Australia,Australian Capital Territory,,32,0,0
2020-03-23,China,Beijing,,537,8,401
2020-03-23,United Kingdom,Bermuda,,6,0,0
2020-03-23,Canada,British Columbia,,472,13,0
2020-03-23,United Kingdom,Cayman Islands,,5,1,0
2020-03-23,United Kingdom,Channel Islands,,36,0,0
2020-03-23,China,Chongqing,,577,6,570
2020-03-23,Netherlands,Curacao,,4,1,0
2020-03-23,Canada,Diamond Princess,,0,1,0
2020-03-23,Cruise Ship,Diamond Princess,,712,8,567
2020-03-23,US,Diamond Princess,,49,0,0
2020-03-23,Denmark,Faroe Islands,,118,0,23
2020-03-23,France,French Guiana,,20,0,6
2020-03-23,France,French Polynesia,,19874,860,2200
2020-03-23,China,Fujian,,313,1,295
2020-03-23,China,Gansu,,136,2,114
2020-03-23,United Kingdom,Gibraltar,,15,0,5
2020-03-23,Canada,Grand Princess,,13,0,0
2020-03-23,US,Grand Princess,,28,1,0
2020-03-23,Denmark,Greenland,,4,0,0
2020-03-23,France,Guadeloupe,,62,1,0
2020-03-23,US,Guam,,29,1,0
2020-03-23,China,Guangdong,,1415,8,1332
2020-03-23,China,Guangxi,,254,2,250
2020-03-23,China,Guizhou,,146,2,144
2020-03-23,China,Hainan,,168,6,161
2020-03-23,China,Hebei,,319,6,310
2020-03-23,China,Heilongjiang,,484,13,465
2020-03-23,China,Henan,,1274,22,1250
2020-03-23,China,Hong Kong,,356,4,100
2020-03-23,China,Hubei,,67800,3153,59882
2020-03-23,China,Hunan,,1018,4,1014
2020-03-23,China,Inner Mongolia,,75,1,74
2020-03-23,United Kingdom,Isle of Man,,13,0,0
2020-03-23,China,Jiangsu,,633,0,631
2020-03-23,China,Jiangxi,,936,1,934
2020-03-23,China,Jilin,,93,1,92
2020-03-23,China,Liaoning,,127,2,124
2020-03-23,China,Macau,,24,0,10
2020-03-23,Canada,Manitoba,,20,0,0
2020-03-23,France,Martinique,,53,1,0
2020-03-23,France,Mayotte,,24,0,0
2020-03-23,United Kingdom,Montserrat,,1,0,0
2020-03-23,Canada,New Brunswick,,17,0,0
2020-03-23,France,New Caledonia,,8,0,0
2020-03-23,Australia,New South Wales,,669,6,4
2020-03-23,Canada,Newfoundland and Labrador,,24,0,0
2020-03-23,China,Ningxia,,75,0,75
2020-03-23,US,Northern Mariana Islands,,0,0,0
2020-03-23,Australia,Northern Territory,,5,0,0
2020-03-23,Canada,Nova Scotia,,41,0,0
2020-03-23,Canada,Ontario,,503,6,0
2020-03-23,Canada,Prince Edward Island,,3,0,0
2020-03-23,US,Puerto Rico,,31,2,0
2020-03-23,China,Qinghai,,18,0,18
2020-03-23,Canada,Quebec,,628,4,0
2020-03-23,Australia,Queensland,,319,0,8
2020-03-23,France,Reunion,,71,0,1
2020-03-23,France,Saint Barthelemy,,3,0,0
2020-03-23,Canada,Saskatchewan,,66,0,0
2020-03-23,China,Shaanxi,,248,3,239
2020-03-23,China,Shandong,,768,7,752
2020-03-23,China,Shanghai,,404,4,329
2020-03-23,China,Shanxi,,133,0,133
2020-03-23,China,Sichuan,,543,3,536
2020-03-23,Netherlands,Sint Maarten,,2,0,0
2020-03-23,Australia,South Australia,,134,0,6
2020-03-23,France,St Martin,,8,0,0
2020-03-23,Australia,Tasmania,,28,0,3
2020-03-23,China,Tianjin,,141,3,133
2020-03-23,China,Tibet,,1,0,1
2020-03-23,Australia,Victoria,,355,0,97
2020-03-23,US,Virgin Islands,,7,0,0
2020-03-23,Australia,Western Australia,,140,1,1
2020-03-23,China,Xinjiang,,76,3,73
2020-03-23,China,Yunnan,,176,2,172
2020-03-23,China,Zhejiang,,1238,1,1221
2020-03-23,Afghanistan,,,40,1,1
2020-03-23,Albania,,,104,4,2
2020-03-23,Algeria,,,230,17,65
2020-03-23,Andorra,,,133,1,1
2020-03-23,Angola,,,3,0,0
2020-03-23,Antigua and Barbuda,,,3,0,0
2020-03-23,Argentina,,,266,4,27
2020-03-23,Armenia,,,235,0,2
2020-03-23,Austria,,,4474,21,9
2020-03-23,Azerbaijan,,,72,1,10
2020-03-23,Bahamas,,,4,0,0
2020-03-23,Bahrain,,,377,2,164
2020-03-23,Bangladesh,,,33,3,5
2020-03-23,Barbados,,,17,0,0
2020-03-23,Belarus,,,81,0,22
2020-03-23,Belgium,,,3743,88,401
2020-03-23,Belize,,,1,0,0
2020-03-23,Benin,,,5,0,0
2020-03-23,Bhutan,,,2,0,0
2020-03-23,Bolivia,,,27,0,0
2020-03-23,Bosnia and Herzegovina,,,132,1,2
2020-03-23,Brazil,,,1924,34,2
2020-03-23,Brunei,,,91,0,2
2020-03-23,Bulgaria,,,201,3,3
2020-03-23,Burkina Faso,,,99,4,5
2020-03-23,Cabo Verde,,,3,0,0
2020-03-23,Cambodia,,,87,0,2
2020-03-23,Cameroon,,,56,0,2
2020-03-23,Central African Republic,,,3,0,0
2020-03-23,Chad,,,1,0,0
2020-03-23,Chile,,,746,2,11
2020-03-23,Colombia,,,277,3,3
2020-03-23,Congo (Brazzaville),,,4,0,0
2020-03-23,Congo (Kinshasa),,,36,1,0
2020-03-23,Costa Rica,,,158,2,2
2020-03-23,Cote d'Ivoire,,,25,0,2
2020-03-23,Croatia,,,315,1,5
2020-03-23,Cuba,,,40,1,0
2020-03-23,Cyprus,,,116,1,3
2020-03-23,Czechia,,,1236,1,7
2020-03-23,Denmark,,,1450,24,1
2020-03-23,Djibouti,,,3,0,0
2020-03-23,Dominica,,,2,0,0
2020-03-23,Dominican Republic,,,245,3,3
2020-03-23,Ecuador,,,981,18,3
2020-03-23,Egypt,,,366,19,68
2020-03-23,El Salvador,,,3,0,0
2020-03-23,Equatorial Guinea,,,9,0,0
2020-03-23,Eritrea,,,1,0,0
2020-03-23,Estonia,,,352,0,4
2020-03-23,Eswatini,,,4,0,0
2020-03-23,Ethiopia,,,11,0,0
2020-03-23,Fiji,,,3,0,0
2020-03-23,Finland,,,700,1,10
2020-03-23,Gabon,,,5,1,0
2020-03-23,Gambia,,,2,1,0
2020-03-23,Georgia,,,61,0,8
2020-03-23,Germany,,,29056,123,453
2020-03-23,Ghana,,,27,2,0
2020-03-23,Greece,,,695,17,29
2020-03-23,Grenada,,,1,0,0
2020-03-23,Guatemala,,,20,1,0
2020-03-23,Guinea,,,4,0,0
2020-03-23,Guyana,,,20,1,0
2020-03-23,Haiti,,,6,0,0
2020-03-23,Holy See,,,1,0,0
2020-03-23,Honduras,,,27,0,0
2020-03-23,Hungary,,,167,7,16
2020-03-23,Iceland,,,588,1,51
2020-03-23,India,,,499,10,34
2020-03-23,Indonesia,,,579,49,30
2020-03-23,Iran,,,23049,1812,8376
2020-03-23,Iraq,,,266,23,62
2020-03-23,Ireland,,,1125,6,5
2020-03-23,Israel,,,1442,1,41
2020-03-23,Italy,,,63927,6077,7432
2020-03-23,Jamaica,,,19,1,2
2020-03-23,Japan,,,1128,42,235
2020-03-23,Jordan,,,127,0,1
2020-03-23,Kazakhstan,,,62,0,0
2020-03-23,Kenya,,,16,0,0
2020-03-23,"Korea, South",,,8961,111,3166
2020-03-23,Kuwait,,,189,0,30
2020-03-23,Kyrgyzstan,,,16,0,0
2020-03-23,Latvia,,,180,0,1
2020-03-23,Lebanon,,,267,4,8
2020-03-23,Liberia,,,3,0,0
2020-03-23,Liechtenstein,,,51,0,0
2020-03-23,Lithuania,,,179,1,1
2020-03-23,Luxembourg,,,875,8,6
2020-03-23,Madagascar,,,12,0,0
2020-03-23,Malaysia,,,1518,14,159
2020-03-23,Maldives,,,13,0,5
2020-03-23,Malta,,,107,0,2
2020-03-23,Mauritania,,,2,0,0
2020-03-23,Mauritius,,,36,2,0
